시군구,지정년도,지정번호,신청일자,지정일자,업소명,소재지지번,허가(신고)번호,업태명,주된음식,영업장면적(제곱미터),행정동명,급수시설구분,소재지전화번호
강남구,2021,151,2016-11-25,2021-11-16,쭈불앤쭈불,서울특별시 강남구 삼성동 159-6 한국도심공항터미널 지하1층 Q121호,20140107255,한식,쭈꾸미소불고기,71.23,삼성1동,상수도전용,
강남구,2021,152,2016-11-25,2021-11-16,고궁수라간 코엑스점,서울특별시 강남구 삼성동 159-6 ,20140107070,한식,전주전통비빔밥,65.62,삼성1동,상수도전용,
강남구,2021,153,2013-07-10,2021-11-16,하꼬네,서울특별시 강남구 삼성동 159-8 ,19880105625,일식,하꼬네,"1,115.00",삼성1동,상수도전용,  02- 559-7034
강남구,2021,154,2018-10-01,2021-11-16,본죽,서울특별시 강남구 삼성동 159-9 도심공항타워 지하1층9호 ,20010106483,한식,한식,36.1,삼성1동,상수도전용,  02-2016-7477
강남구,2021,155,2017-10-10,2021-11-16,월출산,서울특별시 강남구 삼성동 162-15 ,20160106231,한식,고기구이,145,삼성1동,상수도전용,
강남구,2021,156,2016-11-25,2021-11-16,신의주 부대찌개 삼성점,서울특별시 강남구 삼성동 162-19 ,19950105546,한식,부대찌개,74.17,삼성1동,상수도전용,  02- 538-5503
강남구,2021,158,2015-11-06,2021-11-16,이남장영동점,서울특별시 강남구 삼성동 165-12 ,19930105299,한식,설렁탕,99.93,삼성1동,상수도전용,  02-0569-8726
강남구,2021,159,2016-11-25,2021-11-16,현대명가,서울특별시 강남구 삼성동 166-3 ,20150107626,한식,한식뷔페,257.72,삼성1동,상수도전용,
강남구,2021,160,2016-11-25,2021-11-16,대흥정 엘에이 갈비,서울특별시 강남구 수서동 448-4 지상1층 ,20120107634,한식,불고기,141.34,수서동,상수도전용,
강남구,2021,161,2010-02-10,2021-11-16,안박사 남원추어탕,서울특별시 강남구 수서동 450-5 ,20030106901,한식,추어탕,183.41,수서동,상수도전용,  02-2226-0501
강남구,2021,162,2010-07-30,2021-11-16,가원,"서울특별시 강남구 수서동 461-37 지상2,3층 ",20070106078,한식,오리구이,279.2,수서동,상수도전용,
강남구,2021,163,2010-02-10,2021-11-16,수서골목냉면,서울특별시 강남구 수서동 462-5 지상1층 ,20010107287,한식,냉면,99.21,수서동,상수도전용,  02- 451-7157
강남구,2021,164,2010-02-10,2021-11-16,무교동홍낙(수서점),서울특별시 강남구 수서동 464-9 ,19970105554,한식,낙지볶음,83.7,수서동,상수도전용,  02- 459-8756
강남구,2021,165,2010-02-10,2021-11-16,일미원,"서울특별시 강남구 수서동 산 449-15 지상1층,지하1층 ",20010106632,한식,복,211.57,수서동,상수도전용,  02-3412-0084
강남구,2021,166,2010-07-30,2021-11-16,마산옥,서울특별시 강남구 신사동 512-20 ,19810105060,한식,한식,103.59,신사동,상수도전용,  02- 544-7207
강남구,2021,167,2013-10-11,2021-11-16,대가방,서울특별시 강남구 신사동 549-8 지상1층 ,20090105529,중국식,"면, 튀김류",108.9,신사동,상수도전용,
강남구,2021,168,2014-10-06,2021-11-16,압구정 샤브샤브,서울특별시 강남구 신사동 574-5 지상2층 ,20110108056,한식,샤브샤브,159,신사동,상수도전용,  02-515 -2526
강남구,2021,169,2010-02-10,2021-11-16,오미가,서울특별시 강남구 신사동 585-0 ,19980106909,한식,한정식,337.43,신사동,상수도전용,  02- 543-1145
강남구,2021,170,2010-02-10,2021-11-16,루위,서울특별시 강남구 신사동 587-14 ,19950106503,한식,"자장면, 탕수육",300.58,압구정동,상수도전용,
강남구,2021,171,2016-11-25,2021-11-16,명인등심(청담유통),서울특별시 강남구 신사동 587-14 동현빌딩 ,20110106796,한식,한우등심,617.5,신사동,상수도전용,
강남구,2021,172,2018-10-01,2021-11-16,룽청,서울특별시 강남구 신사동 589-9 알파빌딩지상1층 ,20030106517,중국식,중국식,152.06,압구정동,상수도전용,  02 -512 -0773
강남구,2021,173,2018-10-01,2021-11-16,포엔분짜,서울특별시 강남구 신사동 601-3 ,20170108446,"외국음식전문점(인도,태국등)","외국음식전문점(인도,태국등)",161.42,신사동,상수도전용,
강남구,2021,174,2010-02-10,2021-11-16,하영호신촌설렁탕 압구정역점,서울특별시 강남구 신사동 610-2 지상1층 ,20040108901,한식,설렁탕,76.03,압구정동,상수도전용,  02- 515-2234
강남구,2021,175,2016-11-25,2021-11-16,(주)정성담에프앤비,서울특별시 강남구 신사동 617-9 ,20030105806,한식,한정식,179.58,신사동,상수도전용,  02-5458-0765
강남구,2021,176,2010-02-10,2021-11-16,한일관,"서울특별시 강남구 신사동 619-4 지하1,지상1~5층 ",20080107243,한식,"한정식,불고기,갈비탕,비빔밥,냉면","2,054.77",압구정동,상수도전용,  02 -733 -5333
강남구,2021,177,2010-02-10,2021-11-16,이즈미,서울특별시 강남구 신사동 621-3 ,20000105021,한식,회,329.22,신사동,상수도전용,  02- 511-0107
강남구,2021,178,2017-10-10,2021-11-16,금수복국 압구정점,서울특별시 강남구 신사동 627-13 ,20170105388,한식,복요리,519.1,신사동,상수도전용,  02-542 -5482
강남구,2021,179,2010-02-10,2021-11-16,연타발,"서울특별시 강남구 신사동 629-32 지상2,3층 ",20060106846,경양식,곱창,710.04,압구정동,상수도전용,
강남구,2021,180,2010-02-10,2021-11-16,최가네버섯매운탕칼국수,"서울특별시 강남구 신사동 655-0 지상2,3층 ",20050105481,한식,버섯칼국수,284.78,압구정동,상수도전용,  02- 547-7676
강남구,2021,181,2010-07-30,2021-11-16,돈으로가,서울특별시 강남구 신사동 662-6 ,20050106060,경양식,"곱창, 부대찌개",211.26,신사동,상수도전용,  02- 517-4433
강남구,2021,182,2010-02-10,2021-11-16,이즈미,서울특별시 강남구 압구정동 429-0 현대백화점 05-7 ,19850105659,한식,생선회,431.85,신사동,상수도전용,  02-3416-5811
강남구,2021,183,2010-02-10,2021-11-16,일치프리아니 현대압구정점,서울특별시 강남구 압구정동 429-0 현대백화점지상5층 ,20040108614,경양식,양식,181.8,신사동,상수도전용,  02 - 512-3494
강남구,2021,184,2014-10-06,2021-11-16,안뜨레,서울특별시 강남구 역삼동 603-0 ,19990107283,경양식,한정식,281.3,역삼1동,상수도전용,  02- 531-6454
강남구,2021,185,2014-10-06,2021-11-16,놀부부대강남시티점,서울특별시 강남구 역삼동 619-26 지상1층 ,20030105292,한식,부대찌개,92.56,역삼1동,상수도전용,  02- 558-7564
강남구,2021,186,2018-10-01,2021-11-16,나폴리 회관,서울특별시 강남구 역삼동 635-10 ,20170106448,경양식,경양식,235.61,역삼2동,상수도전용, 02-592 -5067
강남구,2021,187,2016-11-25,2021-11-16,예담한우,서울특별시 강남구 역삼동 641-16 충암빌딩 지상1층 ,20080105830,한식,고기구이,257.25,역삼1동,상수도전용,
강남구,2021,188,2011-08-16,2021-11-16,대우식당,서울특별시 강남구 역삼동 641-18 지상1층 ,20040108275,분식,부대찌개,201.65,역삼1동,상수도전용,  02- 553-7118
강남구,2021,189,2014-10-06,2021-11-16,통영집,서울특별시 강남구 역삼동 641-20 지하1층 ,20100105589,한식,생선,281.7,역삼1동,상수도전용,
강남구,2021,190,2014-10-06,2021-11-16,(주)평가옥 푸드시스템 역삼점,"서울특별시 강남구 역삼동 641-8 지하1, 지상1 ",20130107619,한식,냉면,193.64,역삼1동,상수도전용,
강남구,2021,191,2016-11-25,2021-11-16,랭돈,서울특별시 강남구 역삼동 644-7 ,20150107446,기타,김치찌개,190,역삼1동,상수도전용,
강남구,2021,192,2010-07-30,2021-11-16,새마을식당,서울특별시 강남구 역삼동 651-1 ,19870105739,한식,김치전골,300.44,역삼1동,상수도전용,
강남구,2021,193,2016-11-25,2021-11-16,금강식당,서울특별시 강남구 역삼동 668-8 영우빌딩1층 ,20090107602,경양식,한우등심구이,178.3,역삼1동,상수도전용,
강남구,2021,194,2014-10-06,2021-11-16,봉우리,서울특별시 강남구 역삼동 670-20 ,20130107142,한식,한정식,594.02,역삼1동,상수도전용,
강남구,2021,195,2014-10-06,2021-11-16,이도곰탕,서울특별시 강남구 역삼동 671-17 ,20010107261,한식,곰탕,194.41,역삼1동,상수도전용,  02- 501-0738
강남구,2021,196,2017-10-10,2021-11-16,연화산,서울특별시 강남구 역삼동 677-1 지상2층 ,20010106762,중국식,중식,217.49,역삼1동,상수도전용,  02- 558-5375
강남구,2021,197,2010-07-30,2021-11-16,진수사,서울특별시 강남구 역삼동 677-15 ,19910105671,일식,회,114,역삼1동,상수도전용,  02-0561-3544
강남구,2021,198,2016-11-25,2021-11-16,이화수 전통 육개장,서울특별시 강남구 역삼동 677-5 ,20150107989,기타,육개장,181.5,역삼1동,상수도전용,
강남구,2021,199,2012-07-06,2021-11-16,한촌설렁탕,서울특별시 강남구 역삼동 678-4 지상1층 ,20030105823,경양식,설렁탕,181.31,역삼1동,상수도전용,02- 561-9220
강남구,2021,200,2010-02-10,2021-11-16,강가,서울특별시 강남구 역삼동 679-0 GS타워 지하1층 ,20070107357,경양식,커리,122.34,역삼1동,상수도전용,02-2005-0610
강남구,2021,201,2018-10-01,2021-11-16,일등추어탕,서울특별시 강남구 역삼동 683-26 ,20150107047,한식,한식,283.23,역삼1동,상수도전용,
강남구,2021,202,2016-11-25,2021-11-16,꽃새우 영번지,서울특별시 강남구 역삼동 689-6 1층 ,20110106914,한식,새우구이,165,역삼1동,상수도전용,
강남구,2021,203,2018-10-01,2021-11-16,천하일품추어탕,서울특별시 강남구 역삼동 701-0 상록회관지하1층 ,20020107479,한식,한식,247.93,역삼1동,상수도전용,02- 501-9970
강남구,2021,204,2013-07-10,2021-11-16,우밀면옥 상록점,서울특별시 강남구 역삼동 701-0 ,20020107350,한식,불고기,466.87,역삼1동,상수도전용,02- 560-2020
강남구,2021,205,2010-02-10,2021-11-16,강진수산수산물직판장,서울특별시 강남구 역삼동 707-38 지하1층 ,20000105078,일식,회,"1,206.52",역삼2동,상수도전용,  02- 562-1155
강남구,2021,206,2010-02-10,2021-11-16,강남목장,서울특별시 강남구 역삼동 725-25 지상1층 ,20010106050,한식,생고기 구이,360,역삼2동,상수도전용,
강남구,2021,207,2010-02-10,2021-11-16,루안,서울특별시 강남구 역삼동 726 ,19920106806,중국식,중국요리,509,역삼2동,상수도전용,  02- 562-5566
강남구,2021,208,2010-02-10,2021-11-16,내림손 삼계탕,서울특별시 강남구 역삼동 726-15 지상1층 ,20000105988,한식,삼계탕,112,역삼2동,상수도전용,  02- 554-7266
강남구,2021,209,2018-10-01,2021-11-16,사량도,서울특별시 강남구 역삼동 733-18 지상1층 ,20070107081,경양식,경양식,162,역삼2동,상수도전용,02-553-8082
강남구,2021,210,2011-08-16,2021-11-16,로즈힐 강남파이낸스센터점,서울특별시 강남구 역삼동 737-0 강남파이낸스센터 지하1층 ,20070105712,한식,한우구이,436.04,역삼1동,상수도전용,  02- 508-2090
강남구,2021,211,2010-02-10,2021-11-16,우도,서울특별시 강남구 역삼동 738-0 케이에스빌딩1층 ,20030107687,일식,"회,탕",198.34,역삼1동,상수도전용,02- 501-0706
강남구,2021,212,2016-11-25,2021-11-16,호보식당,서울특별시 강남구 역삼동 741-12 지하1층 ,20050105933,한식,삼겹살,271.07,역삼1동,상수도전용,02-565 -5505
강남구,2021,213,2010-02-10,2021-11-16,신단설렁탕,서울특별시 강남구 역삼동 773-14 지상1층 ,19990107877,한식,한식,80.43,역삼2동,상수도전용,  02- 553-5293
강남구,2021,214,2016-11-25,2021-11-16,지하오,서울특별시 강남구 역삼동 787-8 지상1층 ,20060107115,중국식,찹쌀탕수육,62.96,역삼2동,상수도전용,  02- 558-9119
강남구,2021,215,2018-10-01,2021-11-16,진주성,서울특별시 강남구 역삼동 792-54 지상1층 ,20150107648,한식,한식,84.55,역삼1동,상수도전용,
강남구,2021,216,2016-11-25,2021-11-16,아야진생태찌개 역삼점,"서울특별시 강남구 역삼동 797-11 지상1,2,3,층 ",20130106301,한식,생태찌개,253.28,역삼2동,상수도전용,
강남구,2021,217,2018-10-01,2021-11-16,기무,서울특별시 강남구 역삼동 797-3 B01호 ,20080106766,한식,한식,30,역삼1동,상수도전용,02-554 -2014
강남구,2021,218,2010-02-10,2021-11-16,화기애애(강남1호점),"서울특별시 강남구 역삼동 813-1 지하1, 지상1,2,3층 ",20080106240,분식,갈비살,359.76,역삼1동,상수도전용,
강남구,2021,219,2014-10-06,2021-11-16,하이라 미스터 왕왕,서울특별시 강남구 역삼동 817-21 지상2층 ,20040107828,일식,양꼬치,221.48,역삼1동,상수도전용,
강남구,2021,220,2016-11-25,2021-11-16,백억하누,서울특별시 강남구 역삼동 817-26 ,20140108000,한식,한우불고기,257.73,역삼1동,상수도전용,
강남구,2021,221,2010-02-10,2021-11-16,금문도,서울특별시 강남구 역삼동 818-8 ,19860105589,중국식,자장면,376.61,역삼1동,상수도전용,  02- 567-9289
강남구,2021,222,2010-02-10,2021-11-16,종로삼계탕,서울특별시 강남구 역삼동 819-2 ,19900105696,한식,삼계탕,162.86,역삼1동,상수도전용,  02-0562-1758
강남구,2021,223,2016-11-25,2021-11-16,갓텐스시강남점,서울특별시 강남구 역삼동 822-4 강남제일빌딩 1층 ,20100107157,일식,초밥,483.93,역삼1동,상수도전용, 02-2051-1560
강남구,2021,224,2014-10-01,2021-11-16,(주)광양불고기본가,서울특별시 강남구 역삼동 823 삼원타워 ,20040107728,한식,불고기,669.51,역삼1동,상수도전용,  02- 567-5877
강남구,2021,225,2018-10-01,2021-11-16,육전식당 4호점,서울특별시 강남구 역삼동 823-10 ,20170106032,한식,한식,153.5,역삼1동,상수도전용,
강남구,2021,226,2017-10-10,2021-11-16,두껍삼 역삼직영점,서울특별시 강남구 역삼동 823-12 ,20160108241,한식,삼겹살,796.32,역삼2동,상수도전용,
강남구,2021,227,2014-10-06,2021-11-16,(주)해담채강남,서울특별시 강남구 역삼동 823-16 지하1층 ,20110106558,한식,한정식,687.84,역삼1동,상수도전용,
강남구,2021,228,2010-02-10,2021-11-16,조수사,서울특별시 강남구 역삼동 823-24 ,19910105858,일식,회,227.23,역삼1동,상수도전용,  02-0564-1133
강남구,2021,229,2010-07-30,2021-11-16,노란상 소갈비 강남직영점,서울특별시 강남구 역삼동 823-6 ,19920106486,일식,삼겹살 구이,149.4,역삼1동,상수도전용,  02- 565-2145
강남구,2021,230,2012-07-06,2021-11-16,(주)우동명가기리야마본진,서울특별시 강남구 역삼동 824-11 ,20120105541,한식,"우동, 소바",206.45,역삼1동,상수도전용, 02-555 -8770
강남구,2021,231,2010-02-10,2021-11-16,구레스시,서울특별시 강남구 역삼동 825-0 ,19960106740,일식,초밥,330.21,역삼1동,상수도전용,
강남구,2021,232,2018-10-01,2021-11-16,신복면관,서울특별시 강남구 역삼동 825-19 ,20150108104,한식,한식,110.14,역삼1동,상수도전용,0256-3152-0
강남구,2021,233,2010-02-10,2021-11-16,주식회사 에도긴,"서울특별시 강남구 역삼동 827-58 에도긴빌딩2,3층 ",19890105039,일식,전통일식,606.84,역삼1동,상수도전용,  02- 568-5147
강남구,2021,234,2010-02-10,2021-11-16,(주)신정,서울특별시 강남구 역삼동 828-2 ,19860105129,한식,샤브샤브,"1,218.34",역삼1동,상수도전용,  02- 554-1033
강남구,2021,235,2014-10-06,2021-11-16,가시리,서울특별시 강남구 역삼동 828-54 지상1층 ,20030106785,한식,보리굴비,140,역삼1동,상수도전용,  02- 567-5829
강남구,2021,236,2018-10-01,2021-11-16,린카,서울특별시 강남구 역삼동 837-26 삼일프라자오피스텔 ,20180107302,일식,일식,47.49,역삼1동,상수도전용,
강남구,2021,237,2014-10-06,2021-11-16,교토,서울특별시 강남구 역삼동 838-11 미진빌딩 지하1층 ,20120105213,일식,"회, 탕",334.63,역삼1동,상수도전용,0255-8773-3
강남구,2021,238,2017-10-01,2021-11-16,봉평착한메밀,서울특별시 강남구 역삼동 839-4 ,20200105397,한식,한식,91.5,역삼1동,상수도전용,
강남구,2021,239,2010-02-10,2021-11-16,청기와생고기,서울특별시 강남구 일원동 639-3 ,19900105604,한식,된장찌개,104.94,일원1동,상수도전용,  02- 445-0256
강남구,2021,240,2014-10-06,2021-11-16,본가,"서울특별시 강남구 일원동 645-7 지상1,2층 ",20030107720,한식,구이,285.98,일원1동,상수도전용,02-451-0808
강남구,2021,241,2010-07-30,2021-11-16,완산골명가(일원점),서울특별시 강남구 일원동 666-10 지상1층 ,20020106801,한식,콩나물 국밥,148.76,일원1동,상수도전용,
강남구,2021,242,2016-11-25,2021-11-16,대청뼈다귀감자탕,서울특별시 강남구 일원동 666-2 지상1층 ,20080105421,한식,뼈다귀 감자탕,67.16,일원1동,상수도전용, 02-445 -6404
강남구,2021,243,2012-07-06,2021-11-16,신의주찹쌀순대,서울특별시 강남구 일원동 685-7 지상1층 ,20100107444,한식,순대국밥,102.47,일원1동,상수도전용,
강남구,2021,244,2016-11-25,2021-11-16,국대오리 일원점,서울특별시 강남구 일원동 735 ,20160106875,한식,오리고기,208.2,일원1동,상수도전용,
강남구,2021,245,2013-07-10,2021-11-16,함평한우장터,서울특별시 강남구 자곡동 271-26 지상2 ,20030106185,한식,한우구이,283.89,세곡동,상수도전용,
강남구,2021,246,2016-11-25,2021-11-16,김영희 강남동태찜 자곡점,서울특별시 강남구 자곡동 596 강남 더샵 라르고 ,20160107278,한식,동태찜,86.38,세곡동,상수도전용,02-459 -5227
강남구,2021,247,2018-10-01,2021-11-16,화통집 강남자곡점,서울특별시 강남구 자곡동 596 ,20160108048,한식,한식,134.8,세곡동,상수도전용,02-459 -5227
강남구,2021,248,2010-02-10,2021-11-16,무등산,"서울특별시 강남구 청담동 1-15 지상1,2,3층 ",19990107015,한식,고기구이,466.9,청담동,상수도전용, 02- 518-4001
강남구,2021,249,2010-02-10,2021-11-16,옛날집,서울특별시 강남구 청담동 20-12 지하1층 ,20090105854,한식,명란정식,160.64,청담동,상수도전용,02-549 -7888
강남구,2021,250,2020-10-01,2021-11-16,본초강목,서울특별시 강남구 청담동 44-5 ,19920105568,한식,한식,75.31,청담동,상수도전용,  02-0517-9803
강남구,2021,251,2016-11-25,2021-11-16,영천영화,"서울특별시 강남구 청담동 50-13 상민빌딩 1,2층 ",20070105793,한식,한우,577.27,청담동,상수도전용,  02-3442-0381
강남구,2021,252,2017-10-01,2021-11-16,유한회사 청담테라,서울특별시 강남구 청담동 50-8 ,20210107690,경양식,경양식,129,청담동,상수도전용,
강남구,2021,253,2010-02-10,2021-11-16,카페비스타,서울특별시 강남구 청담동 53-7 지상1층 ,19990107505,경양식,한우우거지,471,청담동,상수도전용,  02- 541-3111
강남구,2021,254,2010-02-10,2021-11-16,와인앤다인,서울특별시 강남구 청담동 53-7 1층 ,19870105818,한식,삭스핀,489.05,청담동,상수도전용,  02- 541-3111
강남구,2021,255,2010-07-30,2021-11-16,청담동 명인등심,"서울특별시 강남구 청담동 56 지상1층,지상2층 ",20010107225,일식,갈비탕,392.48,청담동,상수도전용,  02- 540-1551
강남구,2021,256,2010-02-10,2021-11-16,(주)청담푸드빌(청담복집)(신의주찹쌀순대),서울특별시 강남구 청담동 68-7 ,19850105310,한식,순대,857.93,청담동,상수도전용,  02- 511-9081
강남구,2021,257,2010-02-10,2021-11-16,주식회사 정성본,"서울특별시 강남구 청담동 70-5 지상2,3층 ",20020107215,한식,칼국수,452.42,청담동,상수도전용, 02- 540-3535
강남구,2021,258,2015-11-06,2021-11-16,해오름맛집,서울특별시 강남구 청담동 71-1 ,20120107617,한식,우렁쌈밥,167.8,청담동,상수도전용,
강남구,2021,259,2016-11-25,2021-11-16,진성식당,서울특별시 강남구 청담동 76-11 ,19890105564,한식,칼국수 보쌈,100,청담동,상수도전용,  02-0511-8157
강남구,2021,260,2010-07-30,2021-11-16,청숫골보리밥쌈밥,서울특별시 강남구 청담동 76-4 지하1층 ,20040107827,한식,보리밥,152.01,청담동,상수도전용,  02-3443-4402
강남구,2021,261,2010-02-10,2021-11-16,삼성물산(주)10꼬르소꼬모서울카페,서울특별시 강남구 청담동 79-0 지하1층 ,20080105245,경양식,이태리,350,청담동,상수도전용, 02-3018-1010
강남구,2021,262,2010-02-10,2021-11-16,뉴욕바닷가재청담점,서울특별시 강남구 청담동 85-6 지상1층 ,20020105859,분식,바닷가재,145.71,청담동,상수도전용,  02- 547-0023
강남구,2021,263,2010-02-10,2021-11-16,고센,서울특별시 강남구 청담동 88-23 ,19940105307,한식,파스타,721.7,청담동,상수도전용,  02-0515-1863
강남구,2021,264,2010-02-10,2021-11-16,코리아하우스,"서울특별시 강남구 청담동 125-6 지상1층,2층 ",20040108672,한식,소고기 구이,452,청담동,상수도전용,  02-3443-2121
강남구,2021,265,2016-11-25,2021-11-16,청담갯벌장어,서울특별시 강남구 청담동 130-22 ,20140107835,한식,갯벌장어,339.84,청담동,상수도전용,
강남구,2021,266,2013-07-10,2021-11-16,무교동유정낙지청담점,서울특별시 강남구 청담동 131-10 ,19940106090,한식,낙지,82.59,청담동,상수도전용,  02- 540-4362
강남구,2021,267,2015-11-06,2021-11-16,풍년참숯불갈비,서울특별시 강남구 역삼동 831-46 ,19970106222,일식,한우등심,177.71,역삼1동,상수도전용,  02- 566-6630
강남구,2021,268,2014-10-06,2021-11-16,토말,서울특별시 강남구 논현동 254-23 ,20090107179,한식,보리굴비,400,논현1동,상수도전용,
강남구,2021,269,2013-09-06,2021-11-16,본가신의주찹쌀순대전문점,"서울특별시 강남구 삼성동 162-12 지상1층,지하1층 ",19980106862,한식,한식,323,삼성1동,상수도전용,  02- 564-9292
강남구,2021,270,2019-09-30,2021-11-16,분틀,서울특별시 강남구 대치동 897-15 ,20160108408,일식,"메밀국수, 모듬전",234,대치2동,상수도전용,
강남구,2021,271,2019-09-30,2021-11-16,주박사 춘천닭갈비,서울특별시 강남구 일원동 683 금성빌딩 ,20180106931,한식,닭갈비,211.39,개포2동,상수도전용,
강남구,2021,272,2019-09-30,2021-11-16,남도사계고운님,서울특별시 강남구 대치동 894-5 한정빌딩 ,20180108974,한식,"도다리,전어,생굴",298.49,대치1동,상수도전용,02-562 -9292
강남구,2021,273,2019-09-30,2021-11-16,고운님 한우곱창,서울특별시 강남구 대치동 894-5 한정빌딩지상1층104호 ,20030107021,한식,한우곱창,99.17,대치4동,상수도전용,02-562-9292
강남구,2021,274,2019-09-30,2021-11-16,정참치,서울특별시 강남구 대치동 894-5 한정빌딩 ,20190105705,일식,참치,108.9,대치1동,상수도전용,
강남구,2021,275,2019-11-28,2021-11-16,봉추찜닭압구정로데오점,서울특별시 강남구 신사동 663-7 지상2층 ,20100105263,한식,찜닭,192.24,압구정동,상수도전용,
강남구,2021,276,2019-11-28,2021-11-16,하루,서울특별시 강남구 신사동 663-9 1층 ,19990105839,분식,"돈가스,메밀",30.34,압구정동,상수도전용,  02- 514-5557
강남구,2021,277,2019-11-28,2021-11-16,강남샤오츠,서울특별시 강남구 역삼동 686-3 ,20170107854,중국식,탕수육외,123,역삼1동,상수도전용,
강남구,2021,278,2019-11-28,2021-11-16,칠프로 칠백식당,서울특별시 강남구 대치동 942-13 ,19980105359,경양식,칠백한우동,123.19,대치2동,상수도전용,  02-555 -5245
강남구,2021,279,2019-11-28,2021-11-16,그림나베 학동역점,서울특별시 강남구 논현동 85-1 ,20180107848,일식,"스키야키,밀푀유나베",79.3,논현1동,상수도전용,
강남구,2021,280,2019-10-01,2021-11-16,한방대가삼계탕,서울특별시 강남구 역삼동 830-38 2층 ,20080105787,한식,한식,325.9,역삼1동,상수도전용,02-404 -5613
강남구,2021,281,2019-11-28,2021-11-16,흥부이가,서울특별시 강남구 역삼동 826-39 ,19980098139,한식,소한마리 소고기,104,역삼1동,상수도전용,
강남구,2021,282,2010-11-28,2021-11-16,교대이층집강남역점,서울특별시 강남구 역삼동 831-25 ,19980106759,중국식,꽃삼겹,206.37,역삼2동,상수도전용,
강남구,2021,283,2019-11-28,2021-11-16,광양불고기 수서,서울특별시 강남구 수서동 726 ,20170107975,한식,"불고기정식, 광양불고기",214,수서동,상수도전용,02-415 -9293
강남구,2021,284,2019-11-28,2021-11-16,닭갈비두목,서울특별시 강남구 역삼동 747-10 ,19980105539,한식,"닭갈비,부대찌개",81.77,역삼1동,상수도전용,  02- 564-9657
강남구,2021,285,2019-11-28,2021-11-16,오레노카츠,서울특별시 강남구 대치동 901-38 1층 ,20130107750,한식,수제생돈가스,117,대치4동,상수도전용,02-565 -5123
강남구,2021,286,2019-11-28,2021-11-16,향촌면옥,서울특별시 강남구 압구정동 454 ,19780105015,한식,냉면,67.75,압구정동,상수도전용,  02-0546-7542
강남구,2021,287,2019-11-28,2021-11-16,문,서울특별시 강남구 논현동 91-11 지상1.2층 ,20050106712,한식,한정식,297.84,논현2동,상수도전용,  02- 516-8228
강남구,2021,288,2019-11-28,2021-11-16,(주)도라후구현복집,"서울특별시 강남구 논현동 96-15 지상1,2층 ",19990108214,한식,복,245.97,논현1동,상수도전용,  02- 511-6888
강남구,2021,289,2010-02-10,2021-11-16,옛날집 도산사거리점,서울특별시 강남구 신사동 626-70 지하1층 ,20030107248,중국식,된장찌개,423,압구정동,상수도전용,02- 515-5867
강남구,2021,290,2020-10-01,2021-11-16,나리스시 논현본점,서울특별시 강남구 논현동 249-6 지하1층101호 ,20110106523,일식,일식,400.67,논현2동,상수도전용,
강남구,2021,291,2020-10-01,2021-11-16,새마을식당,서울특별시 강남구 신사동 609-0 지상1층 102~106호 ,20080105887,한식,한식,159.52,압구정동,상수도전용,
강남구,2021,292,2016-11-25,2021-11-16,메밀연가,"서울특별시 강남구 대치동 935-24 지상1,2층 ",20140105480,경양식,메밀막국수,191.38,대치1동,상수도전용,
강남구,2021,293,2020-10-01,2021-11-16,뱃고동,서울특별시 강남구 신사동 663-0 ,19900105724,분식,분식,186.03,압구정동,상수도전용,  02- 514-8008
강남구,2021,294,2020-10-01,2021-11-16,우림황소양곱창,서울특별시 강남구 신사동 516-1 ,20110106073,한식,한식,79.45,신사동,상수도전용,
강남구,2021,295,2020-10-01,2021-11-16,송림,서울특별시 강남구 논현동 37-2 지상1층 ,20100107509,한식,한식,132,논현1동,상수도전용,
강남구,2021,296,2020-10-01,2021-11-16,텐파 마라탕 마라샹꿔,서울특별시 강남구 청담동 126-7 ,20180105401,한식,한식,56.43,청담동,상수도전용,02-515 -1100
강남구,2021,297,2020-10-01,2021-11-16,다정한상,서울특별시 강남구 도곡동 467-24 우성캐릭터199 ,20200105504,한식,한식,117.53,도곡1동,상수도전용,
강남구,2021,298,2020-10-01,2021-11-16,주식회사 양인환대(본점),"서울특별시 강남구 도곡동 954-16 지상1,2층 ",20010107315,한식,한식,245.29,도곡1동,상수도전용,  02-2057-2412
강남구,2021,299,2020-10-01,2021-11-16,대아 부대찌개,서울특별시 강남구 역삼동 792-36 ,20140106970,한식,한식,80.76,역삼1동,상수도전용,02-931 -9393
강남구,2021,300,2020-10-01,2021-11-16,분짜라붐 역삼점,서울특별시 강남구 역삼동 644-10 ,20170108189,기타,기타,186.24,역삼1동,상수도전용,
강남구,2021,301,2020-10-01,2021-11-16,취원,서울특별시 강남구 역삼동 647-2 ,19920105843,한식,한식,127.58,역삼1동,상수도전용,  02- 565-6178
강남구,2021,302,2020-10-01,2021-11-16,백년육일집,서울특별시 강남구 역삼동 706-13 윤익빌딩 ,20170108966,한식,한식,178.47,역삼1동,상수도전용,
강남구,2021,303,2020-10-01,2021-11-16,춘향골남원추어탕,서울특별시 강남구 청담동 71-20 ,19840105219,한식,한식,96.39,청담동,상수도전용,
강남구,2021,304,2020-01-01,2021-11-16,대찬횟집,서울특별시 강남구 대치동 897-23 ,20170107094,일식,일식,148.32,대치1동,상수도전용,
