"식품인증업소 관리 일련번호","업소번호","업소 명","자치구 코드","자치구 명","업종 코드","업종 명","업태 코드","업태 명","업주 명","식품인증구분","식품인증 구분명","인증일자","사용여부","지도표시여부","식품인증업소 등급","지도 Y좌표","지도 X좌표","전화번호","도로명상세주소","도로명주소코드","도로명주소","허가번호","최초작성일자","최종수정일자","업소인증메뉴","교부번호","인증여부"
"13150","","국빈","3050000","동대문구","101","일반음식점","10102","중국식","심재휴","04","저염실천음식점","2020-12-31","Y","Y","","37.5956775","127.0627019","02-960-6600","","","서울특별시 동대문구 휘경로5길 6","","2022-01-13 10:38:42.0","2022-01-13 10:38:42.0","짬뽕","","Y"
"13128","","금강산감자탕","3090000","도봉구","101","일반음식점","10101","한식","이지은","04","저염실천음식점","2020-12-31","Y","Y","","37.6643256","127.0423215","02-3491-5401","","","서울특별시 도봉구 도봉로 669","","2022-01-13 10:38:42.0","2022-01-13 10:38:42.0","돈뼈감자탕","","Y"
"13149","","신촌설렁탕","3050000","동대문구","101","일반음식점","10119","탕류","심금자","04","저염실천음식점","2020-12-31","Y","Y","","37.5933374","127.0528684","02-966-2002","","","서울 동대문구 경희대로 20(회기동)","","2022-01-13 10:38:42.0","2022-01-13 10:38:42.0","갈비탕","","Y"
"13141","","광한루남원추어탕","3050000","동대문구","101","일반음식점","10119","탕류","김현심","04","저염실천음식점","2020-12-31","Y","Y","","37.5940122","127.0583858","02-915-0917","","","서울특별시 동대문구 이문로 75","","2022-01-13 10:38:42.0","2022-01-13 10:38:42.0","추어탕","","Y"
"13158","","샛집남원추어탕","3050000","동대문구","101","일반음식점","10119","탕류","이규성","04","저염실천음식점","2020-12-31","Y","Y","","37.571806","127.0748989","02-2243-0042","","","서울특별시 동대문구 답십리로  310","","2022-01-13 10:38:42.0","2022-01-13 10:38:42.0","추어탕","","Y"
"13156","","면천추어탕","3050000","동대문구","101","일반음식점","10119","탕류","유종수","04","저염실천음식점","2020-12-31","Y","Y","","37.5632093","127.0645124","02-2216-9430","","","서울특별시 동대문구 천호대로83길 19 1층 (장안동)","","2022-01-13 10:38:42.0","2022-01-13 10:38:42.0","추어탕","","Y"
"13157","","산촌쌈밥","3050000","동대문구","101","일반음식점","10101","한식","이규성","04","저염실천음식점","2020-12-31","Y","Y","","37.5782188","127.0484974","02-2248-3232","","","서울특별시 동대문구 서울시립대로 75","","2022-01-13 10:38:42.0","2022-01-13 10:38:42.0","두부된장국","","Y"
"13155","","초우마을","3050000","동대문구","101","일반음식점","10101","한식","유영진","04","저염실천음식점","2020-12-31","Y","Y","","37.5894606","127.0559521","02-957-2266","","","서울특별시 동대문구 회기로28길  8 2층","","2022-01-13 10:38:42.0","2022-01-13 10:38:42.0","갈비탕","","Y"
"13154","","신성한방오리","3050000","동대문구","101","일반음식점","10101","한식","유금순","04","저염실천음식점","2020-12-31","Y","Y","","37.5783768","127.0490954","02-2247-5292","","","서울특별시 동대문구 서울시립대로 75 101동 106호","","2022-01-13 10:38:42.0","2022-01-13 10:38:42.0","육수","","Y"
"13153","","가도","3050000","동대문구","101","일반음식점","10101","한식","안용진","04","저염실천음식점","2020-12-31","Y","Y","","37.5766109","127.0390987","02-969-0112","","","서울특별시 동대문구 왕산로28길 35 1층 (용두동)","","2022-01-13 10:38:42.0","2022-01-13 10:38:42.0","시금치미소장국","","Y"
"13152","","달래진족","3050000","동대문구","101","일반음식점","10101","한식","안영철","04","저염실천음식점","2020-12-31","Y","Y","","37.571546","127.0716192","02-2242-0000","","","서울특별시 동대문구 장한로 126","","2022-01-13 10:38:42.0","2022-01-13 10:38:42.0","순두부찌개","","Y"
"13151","","힘찬갯벌낙지장안점","3050000","동대문구","101","일반음식점","10101","한식","안경미","04","저염실천음식점","2020-12-31","Y","Y","","37.5677668","127.0699908","02-2244-3311","","","서울특별시 동대문구 장한로18길 19","","2022-01-13 10:38:42.0","2022-01-13 10:38:42.0","콩나물국","","Y"
"13143","","완산골","3050000","동대문구","101","일반음식점","10101","한식","맹승현","04","저염실천음식점","2020-12-31","Y","Y","","37.574963","127.0304028","02-953-9293","","","서울특별시 동대문구 무학로 119-1","","2022-01-13 10:38:42.0","2022-01-13 10:38:42.0","콩나물국밥","","Y"
"13133","","영화장","3050000","동대문구","101","일반음식점","10101","한식","구본희 외1명","04","저염실천음식점","2020-12-31","Y","Y","","37.5965826","127.0609466","02-967-9595","","","서울특별시 동대문구 휘경로 3-8(이문동)","","2022-01-13 10:38:42.0","2022-01-13 10:38:42.0","달걀탕","","Y"
"13130","","채랑","3090000","도봉구","101","일반음식점","10101","한식","한승용","04","저염실천음식점","2020-12-31","Y","Y","","37.6474413","127.0335975","02-900-4001","","","서울특별시 도봉구 도봉로 465 지하1층 지상1층 (쌍문동)","","2022-01-13 10:38:42.0","2022-01-13 10:38:42.0","샤브샤브","","Y"
"13131","","아바이순대","3090000","도봉구","101","일반음식점","10101","한식","황광순","04","저염실천음식점","2020-12-31","Y","Y","","37.6685838","127.0341395","02-954-9697","","","서울 도봉구 시루봉로17길 12 (방학동)","","2022-01-13 10:38:42.0","2022-01-13 10:38:42.0","순대국","","Y"
"13132","","창원","3090000","도봉구","101","일반음식점","10101","한식","황이선","04","저염실천음식점","2020-12-31","Y","Y","","37.683039","127.0466612","0507-1322-7892","","","서울특별시 도봉구 도봉로180길 6(지상1층 도봉동 태봉운동시설2동)","","2022-01-13 10:38:42.0","2022-01-13 10:38:42.0","소고기우거지탕","","Y"
"13134","","그집","3050000","동대문구","101","일반음식점","10101","한식","권혜숙","04","저염실천음식점","2020-12-31","Y","Y","","37.5982899","127.0547194","02-962-3110","","","서울특별시 동대문구 천장산로7길  56","","2022-01-13 10:38:42.0","2022-01-13 10:38:42.0","갈비탕","","Y"
"13126","","수유리우동집쌍문점","3090000","도봉구","101","일반음식점","10105","분식","이윤옥","04","저염실천음식점","2020-12-31","Y","Y","","37.657021","127.0393327","02-994-5892","","","서울특별시 도봉구 도봉로  581","","2022-01-13 10:38:42.0","2022-01-13 10:38:42.0","우동국","","Y"
"13129","","고향삼계탕","3090000","도봉구","101","일반음식점","10101","한식","정금선","04","저염실천음식점","2020-12-31","Y","Y","","37.6651089","127.0422434","02-3493-9300","","","서울특별시 도봉구 도봉로147길 5 1층 (방학동)","","2022-01-13 10:38:42.0","2022-01-13 10:38:42.0","삼계탕","","Y"
"13127","","주식회사 반값소 푸드컴퍼니","3090000","도봉구","101","일반음식점","10101","한식","이재상","04","저염실천음식점","2020-12-31","Y","Y","","37.6621136","127.0329313","02-955-1297","","","서울특별시 도봉구 방학로 173 2층 201호","","2022-01-13 10:38:42.0","2022-01-13 10:38:42.0","뚝배기불고기","","Y"
"13125","","콩사랑두부","3090000","도봉구","101","일반음식점","10101","한식","이봉만","04","저염실천음식점","2020-12-31","Y","Y","","37.6878256","127.0424729","0507-1429-6026","","","서울특별시 도봉구 도봉산4길 10(도봉동)","","2022-01-13 10:38:42.0","2022-01-13 10:38:42.0","순두부찌개","","Y"
"13124","","통나무식당","3090000","도봉구","101","일반음식점","10101","한식","이복희","04","저염실천음식점","2020-12-31","Y","Y","","37.6470841","127.0328882","02-900-6644","","","서울특별시 도봉구 노해로60길 99","","2022-01-13 10:38:42.0","2022-01-13 10:38:42.0","갈비탕국","","Y"
"13123","","장위동유성집","3090000","도봉구","101","일반음식점","10101","한식","이기정","04","저염실천음식점","2020-12-31","Y","Y","","37.6837924","127.050699","02-9550-550","","","서울특별시 도봉구 도봉로180나길 56","","2022-01-13 10:38:42.0","2022-01-13 10:38:42.0","잔치국수","","Y"
"13117","","굿맘할매순대국","3090000","도봉구","101","일반음식점","10101","한식","박정옥","04","저염실천음식점","2020-12-31","Y","Y","","37.6879033","127.0431635","02-956-4777","","","서울특별시 도봉구 도봉산4나길 12-8 1층 (도봉동)","","2022-01-13 10:38:41.0","2022-01-13 10:38:41.0","순대국","","Y"
"13116","","전복&흑임자삼계탕","3090000","도봉구","101","일반음식점","10101","한식","박성희","04","저염실천음식점","2020-12-31","Y","Y","","37.6528278","127.0500281","0507-1304-6906","","","서울특별시 도봉구 노해로69길 15-15 2층 206207호 (창동)","","2022-01-13 10:38:41.0","2022-01-13 10:38:41.0","전복삼계탕","","Y"
"13119","","최고집","3090000","도봉구","101","일반음식점","10101","한식","신용섭","04","저염실천음식점","2020-12-31","Y","Y","","37.6411581","127.0409533","02-995-5333","","","서울특별시 도봉구 덕릉로  270 (창동)","","2022-01-13 10:38:41.0","2022-01-13 10:38:41.0","바지락칼국수","","Y"
"13120","","산도토리임자탕","3090000","도봉구","101","일반음식점","10119","탕류","심옥희","04","저염실천음식점","2020-12-31","Y","Y","","37.6396288","127.0401458","02-903-9928","","","서울특별시 도봉구 덕릉로60길 13","","2022-01-13 10:38:41.0","2022-01-13 10:38:41.0","도토리임자탕","","Y"
"13118","","큰맘 할매순대국","3090000","도봉구","101","일반음식점","10101","한식","서대호","04","저염실천음식점","2020-12-31","Y","Y","","37.6475319","127.033653","02-902-6309","","","서울특별시 도봉구 도봉로 467 1층 (쌍문동)","","2022-01-13 10:38:41.0","2022-01-13 10:38:41.0","순대국","","Y"
"13122","","반값소","3090000","도봉구","101","일반음식점","10101","한식","윤주영","04","저염실천음식점","2020-12-31","Y","Y","","37.6621136","127.0329313","02-955-1297","","","서울특별시 도봉구 방학로 173(2층 201호 방학동)","","2022-01-13 10:38:41.0","2022-01-13 10:38:41.0","갈비탕","","Y"
"13121","","오늘칼국수냉면","3090000","도봉구","101","일반음식점","10101","한식","육임선","04","저염실천음식점","2020-12-31","Y","Y","","37.6835716","127.045668","02-955-1022","","","서울 도봉구 도봉로 885-1 1층 (도봉동)","","2022-01-13 10:38:41.0","2022-01-13 10:38:41.0","바지락칼국수","","Y"
"13114","","병천토종순대국","3090000","도봉구","101","일반음식점","10101","한식","박병구","04","저염실천음식점","2020-12-31","Y","Y","","37.6845297","127.0438077","02-956-5519","","","서울특별시 도봉구 도봉산3길 63 지상1층 (도봉동)","","2022-01-13 10:38:34.0","2022-01-13 10:38:34.0","순대국","","Y"
"13115","","문성해물짬뽕","3090000","도봉구","101","일반음식점","10101","한식","박성현","04","저염실천음식점","2020-12-31","Y","Y","","37.6440325","127.0299476","02-905-8999","","","서울특별시 도봉구 우이천로 294 A동","","2022-01-13 10:38:34.0","2022-01-13 10:38:34.0","해물짬뽕탕","","Y"
"13100","","오늘칼국수냉면","3090000","도봉구","101","일반음식점","10101","한식","노성호","04","저염실천음식점","2020-12-31","Y","Y","","37.6836163","127.0434","02-955-1021","","","서울 도봉구 도봉산3길 86 1층 (도봉동)","","2022-01-13 10:38:34.0","2022-01-13 10:38:34.0","바지락칼국수","","Y"
"13101","","골목순대국","3090000","도봉구","101","일반음식점","10101","한식","대표자","04","저염실천음식점","2020-12-31","Y","Y","","37.6578069","127.0373618","02-990-5731","","","서울특별시 도봉구 도봉로133길  41","","2022-01-13 10:38:34.0","2022-01-13 10:38:34.0","순대국","","Y"
"13102","","낙지애가","3090000","도봉구","101","일반음식점","10101","한식","대표자","04","저염실천음식점","2020-12-31","Y","Y","","37.6401704","127.0391644","02-907-3900","","","서울 도봉구 덕릉로 251 지상2층 (창동)","","2022-01-13 10:38:34.0","2022-01-13 10:38:34.0","전복갈비탕","","Y"
"13104","","도봉산박대감","3090000","도봉구","101","일반음식점","10101","한식","대표자","04","저염실천음식점","2020-12-31","Y","Y","","37.6864638","127.0456536","02-955-8668","","","서울특별시 도봉구 도봉로 919(도봉동 지상1층일부 2층 3층전체)","","2022-01-13 10:38:34.0","2022-01-13 10:38:34.0","쇠고기갈비탕","","Y"
"13105","","미스터신냉면","3090000","도봉구","101","일반음식점","10101","한식","대표자","04","저염실천음식점","2020-12-31","Y","Y","","37.6579169","127.0375984","02-906-0400","","","서울 도봉구 도봉로133길 40 103호 (쌍문동)","","2022-01-13 10:38:34.0","2022-01-13 10:38:34.0","물냉면","","Y"
"13106","","백제갈비촌","3090000","도봉구","101","일반음식점","10101","한식","대표자","04","저염실천음식점","2020-12-31","Y","Y","","37.6529859","127.0506493","02-908-1909","","","서울특별시 도봉구 노해로69길 15 101102103104호 (창동 세정빌딩)","","2022-01-13 10:38:34.0","2022-01-13 10:38:34.0","소고기갈비탕","","Y"
"13108","","삿뽀로 창동점 (주)엔타스","3090000","도봉구","101","일반음식점","10101","한식","대표자","04","저염실천음식점","2020-12-31","Y","Y","","37.6589197","127.0412349","02-991-6777","","","서울특별시 도봉구 도봉로 610(2층 창동)","","2022-01-13 10:38:34.0","2022-01-13 10:38:34.0","대구탕","","Y"
"13107","","봉평메밀막국수","3090000","도봉구","101","일반음식점","10101","한식","대표자","04","저염실천음식점","2020-12-31","Y","Y","","37.6880567","127.0420844","02-956-2080","","","서울특별시 도봉구 도봉산4길 15(1층 도봉동)","","2022-01-13 10:38:34.0","2022-01-13 10:38:34.0","냉메밀국수","","Y"
"13110","","쌈촌창동역점","3090000","도봉구","101","일반음식점","10101","한식","대표자","04","저염실천음식점","2020-12-31","Y","Y","","37.6518148","127.0461992","0507-1407-4929","","","서울특별시 도봉구 노해로65길 11(2층 234호 창동 한성빌딩)","","2022-01-13 10:38:34.0","2022-01-13 10:38:34.0","샤브샤브","","Y"
"13111","","뚝닭","3090000","도봉구","101","일반음식점","10101","한식","라기연","04","저염실천음식점","2020-12-31","Y","Y","","37.6471214","127.030848","02-905-0095","","","서울특별시 도봉구 도봉로109길 46 1층","","2022-01-13 10:38:34.0","2022-01-13 10:38:34.0","닭칼국수","","Y"
"13112","","갯마을식당","3090000","도봉구","101","일반음식점","10101","한식","명영래","04","저염실천음식점","2020-12-31","Y","Y","","37.6470033","127.0428612","02-993-5454","","","서울특별시 도봉구 해등로3길  27 (창동)","","2022-01-13 10:38:34.0","2022-01-13 10:38:34.0","맑은대구탕","","Y"
"13109","","설담재 설렁탕","3090000","도봉구","101","일반음식점","10119","탕류","대표자","04","저염실천음식점","2020-12-31","Y","Y","","37.654794","127.039146","02-998-0202","","","서울특별시 도봉구 도봉로 562(지상1층 창동)","","2022-01-13 10:38:34.0","2022-01-13 10:38:34.0","설렁탕","","Y"
"13103","","남원추어탕","3090000","도봉구","101","일반음식점","10119","탕류","대표자","04","저염실천음식점","2020-12-31","Y","Y","","37.6523385","127.0496943","02-908-2274","",""," 도봉구 노해로67길 10 1층 103호 (창동 하나B/D)","","2022-01-13 10:38:34.0","2022-01-13 10:38:34.0","추어탕","","Y"
"13113","","황해도찹쌀순대","3090000","도봉구","101","일반음식점","10101","한식","박문호","04","저염실천음식점","2020-12-31","Y","Y","","37.6691215","127.0459551","02-954-8081","","","서울특별시 도봉구 마들로 659 1층","","2022-01-13 10:38:34.0","2022-01-13 10:38:34.0","순대국","","Y"
"13082","","콩지름","3200000","관악구","101","일반음식점","10101","한식","오은숙","04","저염실천음식점","2020-12-31","Y","Y","","37.4693284","126.9376108","02-874-9282","","","서울특별시 관악구 호암로24길 77","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","콩나물 국","","Y"
"13098","","나주곰탕","3090000","도봉구","101","일반음식점","10119","탕류","김채선","04","저염실천음식점","2020-12-31","Y","Y","","37.6674364","127.0448205","02-6231-3098","","","서울특별시 도봉구 도봉로150다길 28 1층 105호 (방학동 지음재힐스)","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","나주곰탕","","Y"
"13099","","순두부마을","3090000","도봉구","101","일반음식점","10101","한식","노명희","04","저염실천음식점","2020-12-31","Y","Y","","37.6680404","127.0470798","02-956-7887","","","서울특별시 도봉구 마들로 650 206호","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","콩비지찌개","","Y"
"13097","","혜화면옥","3090000","도봉구","101","일반음식점","10101","한식","김창옥","04","저염실천음식점","2020-12-31","Y","Y","","37.6504653","127.0353715","0507-1422-3451","","","서울특별시 도봉구 도봉로 503 1층 101102호 (쌍문동)","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","갈비탕","","Y"
"13096","","한양칼국수","3090000","도봉구","101","일반음식점","10101","한식","김정식","04","저염실천음식점","2020-12-31","Y","Y","","37.6556298","127.036676","02-905-1005","","","서울특별시 도봉구 도봉로129길 32 지하1층 (쌍문동)","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","바지락칼국수","","Y"
"13095","","통통칼국수","3090000","도봉구","101","일반음식점","10101","한식","김옥임","04","저염실천음식점","2020-12-31","Y","Y","","37.6627022","127.0332863","02-3493-1719","","","서울특별시 도봉구 방학로10길 4","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","닭한마리","","Y"
"13094","","Tokyo(도쿄)감자탕","3090000","도봉구","101","일반음식점","10101","한식","김병희","04","저염실천음식점","2020-12-31","Y","Y","","37.6680404","127.0470798","02-6229-9797","","","서울특별시 도봉구 마들로 650 210호","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","감자탕","","Y"
"13093","","원조삼계탕","3090000","도봉구","101","일반음식점","10101","한식","김기년","04","저염실천음식점","2020-12-31","Y","Y","","37.6523385","127.0496943","02-903-5347","","","서울특별시 도봉구 노해로67길 10 1층 (창동)","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","삼계탕","","Y"
"13092","","큰맘할매순대국신도봉사거리점","3090000","도봉구","101","일반음식점","10101","한식","길민준","04","저염실천음식점","2020-12-31","Y","Y","","37.671386","127.0429789","02-955-0903","","","서울특별시 도봉구 시루봉로 305(지상1층 도봉동)","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","순대국","","Y"
"13091","","우거지품은순대국 도봉점","3090000","도봉구","101","일반음식점","10101","한식","권영희","04","저염실천음식점","2020-12-31","Y","Y","","37.6859635","127.0439594","02-956-3236","","","서울특별시 도봉구 도봉산3길 31 1층 (도봉동)","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","순대국","","Y"
"13090","","조박사아구찜","3100000","노원구","101","일반음식점","10101","한식","지재홍","04","저염실천음식점","2020-12-31","Y","Y","","37.6544136","127.0624174","02-934-9926","","","서울특별시 노원구 노해로 490(상계동 724-1)","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","미역국","","Y"
"13080","","낙성곱창","3200000","관악구","101","일반음식점","10101","한식","심영만","04","저염실천음식점","2020-12-31","Y","Y","","37.4814592","126.9551","02-872-1118","","","서울특별시 관악구 봉천로 495-3","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","선지국","","Y"
"13073","","태능숯불갈비","3200000","관악구","101","일반음식점","10101","한식","김경수","04","저염실천음식점","2020-12-31","Y","Y","","37.4907696","126.9262479","02-875-5120","","","서울특별시 관악구 봉천로7길 30 2층","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","버섯두부된장찌개","","Y"
"13074","","대추나무감자탕","3200000","관악구","101","일반음식점","10101","한식","김기태","04","저염실천음식점","2020-12-31","Y","Y","","37.4828988","126.9070598","0507-1434-5459","","","서울특별시 관악구 조원중앙로 42(신림동)","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","감자탕","","Y"
"13075","","갯바위","3200000","관악구","101","일반음식점","10101","한식","김분식","04","저염실천음식점","2020-12-31","Y","Y","","37.4808656","126.9491271","02-4126-7704","","","서울특별시 관악구 남부순환로216길 13 1층 (봉천동)","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","대구맑은탕","","Y"
"13076","","산야로","3200000","관악구","101","일반음식점","10101","한식","박노영 박길엽","04","저염실천음식점","2020-12-31","Y","Y","","37.4750112","126.9524425","02-889-3390","","","서울특별시 관악구 관악로 111","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","콩나물국밥","","Y"
"13077","","미가할매집","3200000","관악구","101","일반음식점","10101","한식","박명서","04","저염실천음식점","2020-12-31","Y","Y","","37.4877132","126.9290168","02-888-6940","","","서울특별시 관악구 신림로 374(신림동)","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","해물탕","","Y"
"13078","","함흥냉면","3200000","관악구","101","일반음식점","10101","한식","방경혁","04","저염실천음식점","2020-12-31","Y","Y","","37.4766838","126.9622667","02-877-9193","","","서울특별시 관악구 봉천로 586 1층 (봉천동)","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","온육수","","Y"
"13079","","배영만 당진아구","3200000","관악구","101","일반음식점","10101","한식","서경덕","04","저염실천음식점","2020-12-31","Y","Y","","37.4776266","126.9598454","0507-1439-7981","","","서울특별시 관악구 봉천로 560 1층 (봉천동)","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","동태탕","","Y"
"13081","","얼큰수제비해물칼국수","3200000","관악구","101","일반음식점","10101","한식","안칠선","04","저염실천음식점","2020-12-31","Y","Y","","37.4752101","126.9525189","02-888-0712","","","서울특별시 관악구 관악로  113","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","칼국수","","Y"
"13083","","풍년집","3200000","관악구","101","일반음식점","10101","한식","원재현","04","저염실천음식점","2020-12-31","Y","Y","","37.4749447","126.9170794","02-852-3636","","","서울특별시 관악구 난곡로 232","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","버섯두부된장찌개","","Y"
"13085","","이금옥 샤브샤브칼국수","3200000","관악구","101","일반음식점","10101","한식","이금옥","04","저염실천음식점","2020-12-31","Y","Y","","37.4770231","126.952731","02-871-5417","","","서울특별시 관악구 관악로  132 2층","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","샤브샤브","","Y"
"13086","","요리요리","3200000","관악구","101","일반음식점","10101","한식","이종현","04","저염실천음식점","2020-12-31","Y","Y","","37.4784115","126.9528134","02-882-7295","","","서울 관악구 관악로12길 3-6","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","김치찌개","","Y"
"13087","","심가면옥","3200000","관악구","101","일반음식점","10101","한식","정재동","04","저염실천음식점","2020-12-31","Y","Y","","37.470718","126.9358389","02-887-2777","","","서울특별시 관악구 신림로 121(2층 신림동)","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","갈비탕","","Y"
"13084","","황금짜장","3200000","관악구","101","일반음식점","10102","중국식","유인순","04","저염실천음식점","2020-12-31","Y","Y","","37.4820023","126.9412078","02-877-9444","","","서울특별시 관악구 장군봉1길  19 1층","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","짬뽕","","Y"
"13088","","명운추어탕","3200000","관악구","101","일반음식점","10119","탕류","현인득","04","저염실천음식점","2020-12-31","Y","Y","","37.4722846","126.9346974","02-888-3850","","","서울특별시 관악구 신림로18가길 32(신림동)","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","추어탕","","Y"
"13067","","주식회사 명가원설농탕","3150000","강서구","101","일반음식점","10119","탕류","이훈 백혜미","04","저염실천음식점","2020-12-31","Y","Y","","37.5434576","126.8381676","02-2693-0055","","","서울특별시 강서구 강서로  195","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","설렁탕","","Y"
"13057","","24시가마솥설렁탕","3150000","강서구","101","일반음식점","10119","탕류","엄은자","04","저염실천음식점","2020-12-31","Y","Y","","37.5610091","126.8109683","02-2663-3532","","","서울특별시 강서구 공항대로 34(1층 공항동 청보빌딩)","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","설렁탕","","Y"
"13056","","김가네설렁탕","3150000","강서구","101","일반음식점","10119","탕류","양행자","04","저염실천음식점","2020-12-31","Y","Y","","37.5653482","126.8123821","02-2666-0666","","","서울특별시 강서구 방화동   방화동로 56","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","갈비탕","","Y"
"13070","","포듀미트","3150000","강서구","101","일반음식점","10101","한식","정해영","04","저염실천음식점","2020-12-31","Y","Y","","37.55806","126.8461013","02-3665-9091","","","서울특별시 강서구 공항대로 345 2층","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","된장찌개","","Y"
"13069","","해누리","3150000","강서구","101","일반음식점","10101","한식","장현자","04","저염실천음식점","2020-12-31","Y","Y","","37.5519344","126.8648351","02-6014-7892","","","서울특별시 강서구 공항대로59가길  17","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","김칫국","","Y"
"13068","","푸주도가니","3150000","강서구","101","일반음식점","10101","한식","장인숙","04","저염실천음식점","2020-12-31","Y","Y","","37.5536458","126.8535936","02-2606-3677","","","서울특별시 강서구 까치산로  183","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","설렁탕","","Y"
"13066","","화로구이","3150000","강서구","101","일반음식점","10101","한식","이종은","04","저염실천음식점","2020-12-31","Y","Y","","37.5590424","126.8387858","02-3663-3292","","","서울특별시 강서구 강서로  374 1~3층","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","된장찌개","","Y"
"13065","","봉래헌","3150000","강서구","101","일반음식점","10101","한식","이종문","04","저염실천음식점","2020-12-31","Y","Y","","37.5475723","126.8187978","02-2660-9030","","","서울특별시 강서구 방화대로 94(1층 외발산동 1동 메이필드호텔)","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","된장찌개","","Y"
"13064","","목포낙지","3150000","강서구","101","일반음식점","10101","한식","이인갑","04","저염실천음식점","2020-12-31","Y","Y","","37.5587438","126.8441666","02-843-2626","","","서울특별시 강서구 강서로54길 99","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","(생)대구탕/대구지리","","Y"
"13063","","(주)갈비생각 발산점","3150000","강서구","101","일반음식점","10101","한식","이은화","04","저염실천음식점","2020-12-31","Y","Y","","37.558813","126.8411096","02-2063-1113","","","서울특별시 강서구 강서로54길 42 1층(등촌3동)","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","갈비탕","","Y"
"13061","","방화초록동원칼국수","3150000","강서구","101","일반음식점","10101","한식","이달원","04","저염실천음식점","2020-12-31","Y","Y","","37.5749922","126.8117875","02-2661-0910","","","서울특별시 강서구 금낭화로 108(방화동)","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","바지락칼국수","","Y"
"13060","","임진강민물장어","3150000","강서구","101","일반음식점","10101","한식","유병준","04","저염실천음식점","2020-12-31","Y","Y","","37.5495308","126.8763695","02-3663-7900","","","서울특별시 강서구 양천로 723 1층","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","장어국","","Y"
"13059","","샤브미","3150000","강서구","101","일반음식점","10101","한식","유미주","04","저염실천음식점","2020-12-31","Y","Y","","37.5584423","126.854833","02-3664-8383","","","서울특별시 강서구 화곡로 398(1층 등촌동 1동 홈플러스강서점)","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","샤브샤브","","Y"
"13058","","소담한뚝배기","3150000","강서구","101","일반음식점","10101","한식","왕정희","04","저염실천음식점","2020-12-31","Y","Y","","37.5674306","126.8133792","02-2661-0838","","","서울특별시 강서구 초원로14길 28-2","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","된장찌개","","Y"
"13072","","한탄강장어나라","3150000","강서구","101","일반음식점","10101","한식","홍수경","04","저염실천음식점","2020-12-31","Y","Y","","37.5282475","126.8445242","02-2602-9628","","","서울특별시 강서구 강서로5나길 65","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","장어탕","","Y"
"13071","","주식회사 땡순이","3150000","강서구","101","일반음식점","10101","한식","최승훈","04","저염실천음식점","2020-12-31","Y","Y","","37.5686359","126.825789","02-2659-3020","","","서울특별시 강서구 마곡동   마곡중앙로 161-22","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","조개미역국","","Y"
"13062","","조선옥 설렁탕","3150000","강서구","101","일반음식점","10101","한식","이동연","04","저염실천음식점","2020-12-31","Y","Y","","37.5297581","126.8386969","02-2669-9645","","","서울특별시 강서구 월정로  118 1층","","2022-01-13 10:38:33.0","2022-01-13 10:38:33.0","설렁탕","","Y"
